territory,habitat,hectare,country,hectare_UpperCI,hectare_LowerCI,stock_MgHa_mean,n,stock_MgHa_se,stock_MgHa_upper_CI,stock_MgHa_lower_CI,n_sites,TierIII_mean,TierIII_LowerCI,TierIII_UpperCI,tierII_gtlt_tier_I,tier_II_overlaps_TierI,tierIII_gtlt_tier_II,tierII_overlaps_tierIII,tierIII_gtlt_tier_I,tierIII_overlaps_tierI,text_position,TierI_mean,TierI_LowerCI,TierI_UpperCI,compiled_EF,compiled_UpperCI,compiled_LowerCI,TierIorII,Total_Stocks,Total_Stocks_se,Total_Stocks_UpperCI,Total_Stocks_LowerCI,Total_SE,Total_Stockers_UpperCI,Total_Stockers_LowerCI
Sierra Leone,seagrass,444562,Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,48012696,NA,NA,NA,NA,NA,NA
Ukraine,mangrove,0,Ukraine,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Ukraine,marsh,95260.996449714,Ukraine,107691.04326331132,57700.63759993078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,24291554.094677072,3415693.063980764,30849684.77752014,17733423.411834005,NA,NA,NA
Ukraine,seagrass,586158,Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,63305064,NA,NA,NA,NA,NA,NA
Nicaragua,mangrove,73341.91450607294,Nicaragua,85023.44692976176,64398.8570165641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,28309978.99934415,2447436.0869814805,33009056.286348592,23610901.71233971,NA,NA,NA
Nicaragua,marsh,59987.10395687818,Nicaragua,67814.46812674314,36334.85135663404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,15296711.509003935,2150906.903666102,19426452.76404285,11166970.25396502,NA,NA,NA
Nicaragua,seagrass,556556,Nicaragua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,60108048,NA,NA,NA,NA,NA,NA
Madagascar,mangrove,271503.03034042264,Madagascar,314746.6717617112,238396.89689323524,160.22923380678677,83,9.043124242170864,177.95343162916274,142.5050359844108,2,252.01233559416391,218.67876789914442,285.3459032891834,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,142.5050359844108,386,351,424,160.22923380678677,177.95343162916274,142.5050359844108,Tier II,43502722.5276667,3970798.604644118,51126655.84858341,35878789.20675,NA,NA,NA
Madagascar,marsh,16285.441838321029,Madagascar,18410.43330360876,9864.271975821153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,4152787.6687718625,583933.32847803,5273939.65944968,3031635.678094045,NA,NA,NA
Madagascar,seagrass,579346,Madagascar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,62569368,NA,NA,NA,NA,NA,NA
Italy,mangrove,0,Italy,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Italy,marsh,25413.240112250165,Italy,28729.264257002927,15393.080196584207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,6480376.2286237925,911221.0791382209,8229920.700569177,4730831.756678408,NA,NA,NA
Italy,seagrass,903058,Italy,NA,NA,257.5174303084454,6,158.26045769749734,567.7022275723649,0,3,NA,NA,NA,greater than,Country-specific average overlaps Tier I,NA,NA,NA,NA,0,108,84,139,257.5174303084454,567.7022275723649,0,Tier II,232553175.57948408,NA,NA,NA,NA,NA,NA
Canada,mangrove,0,Canada,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,0,NA,NA,NA,NA,NA,NA
Canada,marsh,908925.6603220976,Canada,1027526.020689391,550546.3105165807,191.20503892474736,35,14.10718318373903,218.85460988818494,163.55546796130977,4,280.38158019088746,271.1783651534026,289.58479522837234,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,163.55546796130977,255,254,297,191.20503892474736,218.85460988818494,163.55546796130977,Tier II,173791166.26158836,26564879.90696729,224795735.68296558,122786596.84021117,NA,NA,NA
Canada,seagrass,64500,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,6966000,NA,NA,NA,NA,NA,NA
Brazil,mangrove,1052648.9297948407,Brazil,1220309.5736022992,924292.5873292278,140.89769542898156,114,5.485917439065682,151.6498960317105,130.14549482625262,9,360.252008767205,322.88455008398086,397.6194674504291,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,130.14549482625262,386,351,424,140.89769542898156,151.6498960317105,130.14549482625262,Tier II,148315808.30387688,12105879.413368268,171559096.77754396,125072519.8302098,NA,NA,NA
Brazil,marsh,116635.9934145346,Brazil,131855.13778972917,70647.70932427276,104.6101722222222,18,5.5181191036984405,115.42548692787359,93.79485751657081,1,237.8753923494048,225.1730617713654,250.57772292744417,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,93.79485751657081,255,254,297,104.6101722222222,115.42548692787359,93.79485751657081,Tier II,12201311.358404439,1755622.0760653242,15572105.744449861,8830516.972359017,NA,NA,NA
Brazil,seagrass,42934,Brazil,NA,NA,89.25407516192804,23,9.735740280174028,108.33577547390503,70.17237484995105,2,NA,NA,NA,less than,Country-specific average overlaps Tier I,NA,NA,NA,NA,70.17237484995105,108,84,139,89.25407516192804,108.33577547390503,70.17237484995105,Tier II,3832034.4630022184,NA,NA,NA,NA,NA,NA
Guinea,mangrove,244709.6867624126,Guinea,283685.8187540196,214870.6402677272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,94457939.09029126,8166016.9665556075,110136691.66607803,78779186.51450449,NA,NA,NA
Guinea,marsh,309.00778122699813,Guinea,349.32838808150433,187.1694257318599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,78796.98421288452,11079.830931752884,100070.25960185006,57523.70882391898,NA,NA,NA
Guinea,seagrass,1290066,Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,139327128,NA,NA,NA,NA,NA,NA
Nigeria,mangrove,695995.3890766172,Nigeria,806850.0450941282,611128.1365803675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,351,424,386,424,351,Tier I,268654220.18357426,23225521.764335472,313247221.97109836,224061218.39605016,NA,NA,NA
Nigeria,marsh,2044.5350053831328,Nigeria,2311.3143461006744,1238.397432345343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,521356.42637269886,73309.16426682,662110.0217649932,380602.8309804045,NA,NA,NA
Nigeria,seagrass,887687,Nigeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,95870196,NA,NA,NA,NA,NA,NA
Mexico,mangrove,726770.838718409,Mexico,842527.2540541121,638150.9351321848,231.58073902800035,59,23.906278876533282,278.43618463037626,184.72529342562444,14,271.76735063822355,222.5154370800011,321.019264196446,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,184.72529342562444,386,351,424,231.58073902800035,278.43618463037626,184.72529342562444,Tier II,168306127.93440878,21157429.978702735,208928393.49351802,127683862.37529954,NA,NA,NA
Mexico,marsh,118500.1385609934,Mexico,133962.52426581288,71776.84262686495,292.81961538461536,26,32.7460731462839,357.000739386446,228.6384913827847,3,251.3239052768002,239.99498199149335,262.652828562107,greater than,Country-specific average overlaps Tier I,less than,Remote-sensing esimate overlaps country-specific average,less than,Remote-sensing esimate overlaps Tier I,228.6384913827847,255,254,297,292.81961538461536,357.000739386446,228.6384913827847,Tier II,34699164.99645371,6052681.396273388,46320313.277298614,23078016.715608805,NA,NA,NA
Mexico,seagrass,957738,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,103435704,NA,NA,NA,NA,NA,NA
Guinea-Bissau,mangrove,347722.93196327676,Guinea-Bissau,403106.4971666751,305322.8093061206,78.13001253355434,3,34.62409303477975,NA,NA,3,297.32957864278677,210.27929955540765,384.3798577301659,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate overlaps Tier I,78.13001253355434,386,351,424,78.13001253355434,NA,NA,Tier II,27167597.032495074,NA,NA,NA,NA,NA,NA
Guinea-Bissau,marsh,6694.652650764567,Guinea-Bissau,7568.198476980064,4055.0250454612155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,1707136.4259449644,240044.50380747215,2168021.873255311,1246250.9786346178,NA,NA,NA
Guinea-Bissau,seagrass,1539714,Guinea-Bissau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,166289112,NA,NA,NA,NA,NA,NA
Cuba,mangrove,426538.82141912245,Cuba,494475.7863310068,374528.1638415555,133.0314700904097,1,NA,NA,NA,1,487.0237985758405,407.95497134133507,566.0926258103459,less than,NA,greater than,NA,greater than,Remote-sensing esimate overlaps Tier I,133.0314700904097,386,351,424,133.0314700904097,NA,NA,Tier II,56743086.464016594,NA,NA,NA,NA,NA,NA
Cuba,marsh,71218.66162558901,Cuba,80511.5656576723,43137.92987646778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,18160758.714525197,2553627.377485276,23063723.279296927,13257794.149753466,NA,NA,NA
Cuba,seagrass,1607300,Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,173588400,NA,NA,NA,NA,NA,NA
Indonesia,mangrove,2690026.02970222,Indonesia,3118479.8885653047,2362013.6292363154,372.68240457360844,612,6.57363635582555,385.56649507848965,359.7983140687272,13,520.8085174717992,496.6311674544601,544.9858674891383,less than,Country-specific average overlaps Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,greater than,Remote-sensing esimate is significantly greater than Tier I,359.7983140687272,386,351,424,372.68240457360844,385.56649507848965,359.7983140687272,Tier II,1002525369.1150204,74060776.25508031,1144722059.5247746,860328678.7052662,NA,NA,NA
Indonesia,marsh,19185.025313539343,Indonesia,21688.366362393757,11620.581709392305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,254,297,255,297,254,Tier I,4892181.454952532,687901.2432999641,6212951.842088464,3571411.067816601,NA,NA,NA
Indonesia,seagrass,293464,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,84,139,108,139,84,Tier I,31694112,NA,NA,NA,NA,NA,NA
United States,mangrove,234873.37986244247,United States,272282.83420791524,206233.73835579565,249.52674706915667,20,29.909236809132423,308.1477740201359,190.90572011817744,5,493.974020483227,406.46229842298965,581.4857425434643,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,190.90572011817744,386,351,424,249.52674706915667,308.1477740201359,190.90572011817744,Tier II,58607190.45021363,8186797.720827836,74325842.07420307,42888538.82622419,NA,NA,NA
United States,marsh,1985593.068046005,United States,2244681.4222350637,1202695.6499529793,326.1346806748766,482,9.264096273150964,344.2919757195642,307.977385630189,45,288.34432227223766,275.52788074705796,301.16076379741736,greater than,Country-specific average is significantly greater than Tier I,less than,Remote-sensing esimate is significantly less than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,307.977385630189,255,254,297,326.1346806748766,344.2919757195642,307.977385630189,Tier II,647570761.1974324,88620752.2197039,817722605.4592639,477418916.9356009,NA,NA,NA
United States,seagrass,1442238,United States,NA,NA,206.04846924061,61,35.78903875223442,276.19369623629774,135.90324224492224,10,NA,NA,NA,greater than,Country-specific average overlaps Tier I,NA,NA,NA,NA,135.90324224492224,108,84,139,206.04846924061,276.19369623629774,135.90324224492224,Tier II,297170932.18063885,NA,NA,NA,NA,NA,NA
Australia,mangrove,957544.357169472,Australia,1110057.221480769,840784.7348908323,180.5112999904036,33,13.960504812287361,207.87338662848492,153.14921335232225,6,312.180324421044,285.3331572372032,339.0274916048848,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,less than,Remote-sensing esimate is significantly less than Tier I,153.14921335232225,386,351,424,180.5112999904036,207.87338662848492,153.14921335232225,Tier II,172847576.71113673,18233033.847345624,207855001.69804034,137840151.72423312,NA,NA,NA
Australia,marsh,227645.7763116497,Australia,257349.93396199733,137887.56080299054,150.06173303309586,25,15.71914734686771,180.8706957006349,119.25277036555681,12,256.1642748499566,231.45290770626556,280.8756419936476,less than,Country-specific average is significantly less than Tier I,greater than,Remote-sensing esimate is significantly greater than country-specific average,greater than,Remote-sensing esimate overlaps Tier I,119.25277036555681,255,254,297,150.06173303309586,180.8706957006349,119.25277036555681,Tier II,34160919.71099064,5806730.470846179,45309842.2150153,23011997.206965975,NA,NA,NA
Australia,seagrass,8301298,Australia,NA,NA,456.08463590459405,12,128.99370992234148,708.9076615845903,203.26161022459777,4,NA,NA,NA,greater than,Country-specific average is significantly greater than Tier I,NA,NA,NA,NA,203.26161022459777,108,84,139,456.08463590459405,708.9076615845903,203.26161022459777,Tier II,3786094475.865535,NA,NA,NA,NA,NA,NA
Indonesia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007417550.5699729,NA,NA,NA,73223194.2841276,863900089.7730827,1150935011.366863
United States,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706177951.6476461,NA,NA,NA,94831885.6560311,520307455.7618251,892048447.533467
Nigeria,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269175576.60994697,NA,NA,NA,22823344.58312061,224441821.22703058,313909331.99286336
Australia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207008496.42212737,NA,NA,NA,23549156.88312667,160852148.9311991,253164843.91305563
Mexico,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203005292.9308625,NA,NA,NA,26654802.97956844,150761879.09090835,255248706.77081662
Myanmar,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198556503.039137,NA,NA,NA,16994505.721602872,165247271.82479537,231865734.25347865
Papua New Guinea,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183443813.05796304,NA,NA,NA,15615424.39821285,152837581.23746586,214050044.87846023
Canada,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173791166.26158836,NA,NA,NA,26022739.500702657,122786596.84021115,224795735.68296558
Brazil,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160517119.6622813,NA,NA,NA,13578613.703934949,133903036.80256881,187131202.52199382
Russian Federation,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160505876.87583134,NA,NA,NA,24126552.65686778,113217833.66837049,207793920.0832922
Bangladesh,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148632863.11437225,NA,NA,NA,51638646.16482814,47421116.63130911,249844609.5974354
Venezuela,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133116397.08998409,NA,NA,NA,11462504.843978697,110649887.59578584,155582906.58418232
Guinea,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94536736.07450415,NA,NA,NA,8010217.271008028,78836710.22332841,110236761.92567989
Cameroon,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91820945.57802992,NA,NA,NA,0,91820945.57802992,91820945.57802992
Colombia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83358430.31604694,NA,NA,NA,7125320.042524221,69392803.03269947,97324057.59939441
Mozambique,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81118654.89101455,NA,NA,NA,8142037.486463922,65160261.41754526,97077048.36448383
Malaysia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77654870.76758604,NA,NA,NA,14505.413775392533,77626440.15658627,77683301.3785858
India,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75333456.20412754,NA,NA,NA,6132519.173764653,63313718.62354882,87353193.78470625
Cuba,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74903845.1785418,NA,NA,NA,2501512.533046801,70000880.61377007,79806809.74331352
Argentina,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65747197.34104182,NA,NA,NA,9056198.628407216,47997048.02936368,83497346.65271996
Sierra Leone,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61612082.63703339,NA,NA,NA,5244324.617536956,51333206.386660956,71890958.88740583
Vietnam,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59310465.37951256,NA,NA,NA,4522148.7607137645,50447053.80851358,68173876.95051154
Thailand,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56746610.768807635,NA,NA,NA,4632545.746558956,47666821.10555208,65826400.43206319
Gabon,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54139200.842101,NA,NA,NA,4637564.779769757,45049573.87375228,63228827.81044972
Ecuador,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51732873.426165834,NA,NA,NA,6639381.822404461,38719685.05425309,64746061.79807858
Panama,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50819919.54612879,NA,NA,NA,3913342.5712448484,43149768.10648888,58490070.98576869
Madagascar,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47655510.196438566,NA,NA,NA,4461778.2202012865,38910424.88484404,56400595.50803309
Nicaragua,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43606690.508348085,NA,NA,NA,4504499.256144569,34777871.96630473,52435509.05039144
Honduras,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37791419.9219081,NA,NA,NA,4485742.427166089,28999364.764662568,46583475.07915364
Senegal,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35195886.72203163,NA,NA,NA,3083041.7100374578,29153124.970358215,41238648.473705046
Bahamas,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34511927.5334192,NA,NA,NA,3099413.8595017185,28437076.36879583,40586778.69804257
Fiji,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34172483.37440968,NA,NA,NA,2893966.5724343755,28500308.892438307,39844657.85638106
Suriname,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29892770.652548093,NA,NA,NA,2590643.015683903,24815110.341807645,34970430.963288546
Guinea-Bissau,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28874733.45844004,NA,NA,NA,235145.63638282992,28413848.011129692,29335618.905750386
Gambia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28114978.92951776,NA,NA,NA,2426507.9424417666,23359023.362331897,32870934.496703625
Belize,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26267024.72745965,NA,NA,NA,2227988.7578231725,21900166.762126233,30633882.692793068
Ukraine,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24291554.094677072,NA,NA,NA,3345985.042266871,17733423.411834005,30849684.77752014
Pakistan,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19579048.978747096,NA,NA,NA,1661015.631746996,16323458.340522984,22834639.61697121
Cambodia,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19212345.183712352,NA,NA,NA,1486930.5436529617,16297961.318152547,22126729.049272157
Philippines,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18945895.71067314,NA,NA,NA,2160435.7863071146,14711441.569511194,23180349.851835083
France,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18682156.653988708,NA,NA,NA,2573331.3100469927,13638427.286296602,23725886.021680813
Solomon Islands,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17825015.20238827,NA,NA,NA,1509547.830740214,14866301.454137452,20783728.95063909
Romania,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17456759.814450055,NA,NA,NA,2404541.8007403025,12743857.884999063,22169661.743901048
Guatemala,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13676927.063461607,NA,NA,NA,1176078.286484945,11371813.621951114,15982040.5049721
Chile,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12636362.045444356,NA,NA,NA,1740567.0393888277,9224850.648242254,16047873.442646459
China,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12586559.42651385,NA,NA,NA,1859545.322540796,8941850.59433389,16231268.25869381
United Kingdom,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11662991.776274158,NA,NA,NA,1581427.9903780906,8563392.9151331,14762590.637415215
Kenya,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11566772.513042932,NA,NA,NA,1162907.054126684,9287474.686954632,13846070.339131232
Democratic Republic of the Congo,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10960557.774770666,NA,NA,NA,8921.790926900536,10943071.06455394,10978044.484987391
Costa Rica,total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10056195.786741924,NA,NA,NA,871208.0074960891,8348628.092049589,11763763.481434258
