study_id,site_id,core_id,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,carbon_density,stock_gCm2,stock_MgHa,habitat,latitude,longitude,country,admin_division,max_depth
Craft_2024,Oge,Oge_P2,0,100,0.7780138268731457,NA,0.04538516666666667,0.035310287201608864,35310.287201608866,353.10287201608867,swamp,32.019133,-81.322753,United States,Georgia,60
Craft_2024,SNew,SNew_L1,0,100,0.7766641970397332,NA,0.04535381818181818,0.03522468678086787,35224.686780867865,352.24686780867864,swamp,31.652411,-81.40195,United States,Georgia,55
Craft_2024,SNew,SNew_L2,0,100,1.407843397731815,NA,0.030109499999999997,0.04238946078400608,42389.46078400608,423.8946078400608,swamp,31.652411,-81.40195,United States,Georgia,60
Craft_2024,SNew,SNew_P1,0,100,1.3075440978810284,NA,0.033304727272727264,0.04354739957699186,43547.39957699186,435.47399576991864,swamp,31.650439,-81.401006,United States,Georgia,55
Craft_2024,SNew,SNew_P2,0,100,0.8909264608273232,NA,0.031899500000000004,0.0284201086371612,28420.108637161196,284.20108637161195,swamp,31.650439,-81.401006,United States,Georgia,60
Craft_2024,Sat,Sat_L1,0,100,0.3699397838442277,NA,0.16883420000000005,0.06245848745351313,62458.487453513124,624.5848745351312,swamp,30.963961,-81.898961,United States,Georgia,50
Cuellar-Martinez_et_al_2019,Ensenada,SQM1,0,100,0.5804193070501399,0.1671261746308526,0.07385247888888888,0.042865404620623965,42865.404620623965,428.6540462062397,marsh,30.45444,-116.0242,Mexico,Baja California,98
Cuellar-Martinez_et_al_2019,Ensenada,SQM2,0,100,0.42774784074353756,0.22583866605367986,0.10024294410714286,0.04287870289160548,42878.70289160548,428.7870289160548,marsh,30.43611,-116.0161,Mexico,Baja California,100
Cuellar-Martinez_et_al_2020,Laguna de Terminos,LTME1,0,100,1.016048292824333,0.059964562939158764,0.026046120343616915,0.026464116109829097,26464.116109829098,264.641161098291,marsh,18.79306,-91.46389,Mexico,Campeche,59
Cuellar-Martinez_et_al_2020,Laguna de Terminos,LTME2,0,100,1.0766046860252805,0.04507825110606465,0.019494729995830698,0.020988117666308925,20988.117666308925,209.88117666308926,marsh,18.80611,-91.4575,Mexico,Campeche,64
Curtis_et_al_2022,HSF,HSF1,0,100,0.8143,NA,0.03602,0.029331086000000003,29331.086000000003,293.31086000000005,marsh,40.67778403494584,-124.21614005108628,United States,California,100
Curtis_et_al_2022,HSF,HSF2,0,100,0.8164,NA,0.038509999999999996,0.031439563999999996,31439.563999999995,314.39563999999996,marsh,40.67730927079036,-124.21726077170466,United States,California,100
Curtis_et_al_2022,JNF,JNF1,0,100,0.8892000000000001,NA,0.034225000000000005,0.030432870000000008,30432.870000000006,304.3287000000001,marsh,40.84692503289634,-124.08502624187544,United States,California,100
Curtis_et_al_2022,JSF,JSF2,0,100,0.9573999999999999,NA,0.022940000000000006,0.021962756000000003,21962.756000000005,219.62756000000005,marsh,40.84343421110299,-124.08453780218213,United States,California,50
Curtis_et_al_2022,MMF,MMF1,0,100,0.853,NA,0.044829999999999995,0.038239989999999995,38239.98999999999,382.3998999999999,marsh,40.86422239801771,-124.14965858236104,United States,California,100
Curtis_et_al_2022,MMF,MMF2,0,100,0.8367999999999999,NA,0.03364,0.028149952,28149.951999999997,281.49951999999996,marsh,40.863641485412465,-124.1487817995645,United States,California,100
Curtis_et_al_2022,MRF,MRF1,0,100,0.8006,NA,0.038805,0.031067282999999998,31067.283,310.67283,marsh,40.8726788105106,-124.15049681981375,United States,California,100
Curtis_et_al_2022,MRF,MRF2,0,100,0.8610000000000001,NA,0.030799999999999998,0.026518800000000002,26518.800000000003,265.18800000000005,marsh,40.87363299846187,-124.14886238439078,United States,California,100
Curtis_et_al_2022,WMF,WMF1,0,100,0.7169000000000001,NA,0.045985000000000005,0.03296664650000001,32966.64650000001,329.66646500000013,marsh,40.704026684646536,-124.21411095330916,United States,California,100
Curtis_et_al_2022,WMF,WMF2,0,100,0.6488,NA,0.058429999999999996,0.037909384,37909.384,379.09384,marsh,40.70450898105087,-124.21425264881516,United States,California,100
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_1,0,100,0.9520000000000001,NA,0.010625,0.010115,10115,101.15,mangrove,-7.78,39.32,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_10,0,100,0.761,NA,0.012984999999999998,0.009881584999999998,9881.585,98.81585,mangrove,-7.79,39.31,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_11,0,100,0.6970000000000001,NA,0.02029999999999999,0.014149099999999996,14149.099999999997,141.49099999999996,mangrove,-7.81,39.31,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_12,0,100,0.8575,NA,0.024335,0.0208672625,20867.2625,208.672625,mangrove,-7.83,39.24,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_13,0,100,0.634,NA,0.017475,0.011079150000000001,11079.150000000001,110.79150000000001,mangrove,-7.76,39.29,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_14,0,100,0.6930000000000001,NA,0.013865,0.009608445000000002,9608.445000000002,96.08445000000002,mangrove,-7.78,39.3,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_15,0,100,0.8355,NA,0.025765,0.0215266575,21526.6575,215.26657500000002,mangrove,-7.79,39.36,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_16,0,100,0.774,NA,0.017424999999999996,0.013486949999999998,13486.949999999997,134.86949999999996,mangrove,-7.79,39.3,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_17,0,100,0.6605000000000001,NA,0.0207,0.013672350000000002,13672.350000000002,136.72350000000003,mangrove,-7.8,39.29,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_18,0,100,1.405,NA,0.011765,0.016529824999999998,16529.824999999997,165.29824999999997,mangrove,-7.8,39.31,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_19,0,100,0.672,NA,0.029050000000000003,0.019521600000000004,19521.600000000002,195.21600000000004,mangrove,-7.77,39.31,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_2,0,100,0.6835,NA,0.015245,0.0104199575,10419.9575,104.19957500000001,mangrove,-7.8,39.28,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_20,0,100,0.903,NA,0.029075,0.026254725,26254.725,262.54724999999996,mangrove,-7.81,39.33,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_21,0,100,0.7935,NA,0.02783,0.022083105,22083.105,220.83105,mangrove,-7.82,39.32,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_22,0,100,1.0090000000000001,NA,0.024210000000000002,0.024427890000000004,24427.890000000003,244.27890000000002,mangrove,-7.83,39.27,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_24,0,100,0.7785,NA,0.02103,0.016371855,16371.855000000001,163.71855000000002,mangrove,-7.76,39.29,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_25,0,100,0.742,NA,0.016645,0.01235059,12350.589999999998,123.50589999999998,mangrove,-7.78,39.28,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_26,0,100,1.0265,NA,0.017985,0.0184616025,18461.6025,184.616025,mangrove,-7.79,39.3,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_27,0,100,0.9800000000000001,NA,0.014895000000000002,0.014597100000000003,14597.100000000002,145.97100000000003,mangrove,-7.79,39.35,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_28,0,100,0.7490000000000001,NA,0.030975000000000003,0.023200275000000006,23200.275000000005,232.00275000000005,mangrove,-7.8,39.27,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_29,0,100,1.062,NA,0.021324999999999997,0.022647149999999998,22647.149999999998,226.4715,mangrove,-7.81,39.35,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_3,0,100,1.0525,NA,0.0158,0.016629500000000002,16629.5,166.29500000000002,mangrove,-7.81,39.35,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_30,0,100,1.4195000000000002,NA,0.00995,0.014124025000000004,14124.025000000005,141.24025000000006,mangrove,-7.81,39.35,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_31,0,100,0.661,NA,0.036320000000000005,0.024007520000000004,24007.520000000008,240.07520000000008,mangrove,-7.82,39.32,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_32,0,100,0.6920000000000001,NA,0.030225000000000002,0.020915700000000002,20915.700000000004,209.15700000000004,mangrove,-7.83,39.33,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_33,0,100,0.879,NA,0.017814999999999998,0.015659384999999998,15659.384999999997,156.59384999999997,mangrove,-7.79,39.37,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_35,0,100,0.6715,NA,0.032744999999999996,0.0219882675,21988.267499999998,219.88267499999998,mangrove,-7.8,39.35,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_36,0,100,0.7265,NA,0.035455,0.0257580575,25758.057500000003,257.580575,mangrove,-7.81,39.3,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_37,0,100,0.7025000000000001,NA,0.017140000000000002,0.012040850000000004,12040.850000000002,120.40850000000002,mangrove,-7.81,39.29,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_38,0,100,0.7445,NA,0.033449999999999994,0.024903524999999996,24903.524999999998,249.03525,mangrove,-7.82,39.33,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_39,0,100,0.739,NA,0.027105,0.020030595000000002,20030.595,200.30595000000002,mangrove,-7.82,39.29,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_4,0,100,0.754,NA,0.0142,0.0107068,10706.800000000001,107.06800000000001,mangrove,-7.81,39.28,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_40,0,100,0.6705000000000001,NA,0.03012,0.020195460000000002,20195.46,201.9546,mangrove,-7.84,39.33,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_41,0,100,0.877,NA,0.017329999999999998,0.015198409999999999,15198.41,151.9841,mangrove,-7.85,39.23,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_42,0,100,0.7005,NA,0.01695,0.011873475,11873.475,118.73475,mangrove,-7.79,39.29,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_43,0,100,0.6160000000000001,NA,0.02255,0.013890800000000003,13890.800000000003,138.90800000000004,mangrove,-7.81,39.3,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_44,0,100,0.9335,NA,0.01533,0.014310554999999999,14310.554999999998,143.10555,mangrove,-7.82,39.3,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_45,0,100,0.6985,NA,0.031085,0.0217128725,21712.8725,217.12872500000003,mangrove,-7.82,39.24,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_46,0,100,0.9125000000000001,NA,0.028955,0.026421437500000006,26421.437500000007,264.2143750000001,mangrove,-7.85,39.23,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_47,0,100,0.8485,NA,0.019334999999999998,0.016405747499999998,16405.747499999998,164.05747499999998,mangrove,-7.85,39.29,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_48,0,100,0.7004999999999999,NA,0.01799,0.012601994999999998,12601.994999999997,126.01994999999998,mangrove,-7.79,39.28,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_49,0,100,1.0175,NA,0.03415,0.034747625000000004,34747.62500000001,347.4762500000001,mangrove,-7.83,39.28,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_5,0,100,0.49850000000000005,NA,0.01565,0.007801525000000001,7801.5250000000015,78.01525000000002,mangrove,-7.85,39.25,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_6,0,100,0.859,NA,0.016625,0.014280875,14280.875,142.80875,mangrove,-7.77,39.33,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_7,0,100,0.6825,NA,0.01792,0.012230399999999999,12230.4,122.304,mangrove,-7.79,39.33,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_8,0,100,0.383,NA,0.019084999999999998,0.007309555,7309.554999999999,73.09554999999999,mangrove,-7.76,39.29,Tanzania,Cabo Delgado,200
Dai_et_al_2022,Rufiji_River_Delta,Rufiji_River_Delta_9,0,100,0.5175000000000001,NA,0.02552,0.013206600000000002,13206.600000000002,132.06600000000003,mangrove,-7.77,39.3,Tanzania,Cabo Delgado,200
Darienzo_and_Peterson_1990,Netarts,Netarts_Core10,0,100,0.7333363405636198,0.10284857928848923,0.044861688915,0.03289870678042961,32898.70678042961,328.9870678042961,marsh,45.367,-123.9647,United States,Oregon,310
Darienzo_and_Peterson_1990,Netarts,Netarts_Core5,0,100,0.47140000000000004,0.10476000000000002,0.045588863220000005,0.021490590121908005,21490.590121908008,214.90590121908008,marsh,45.3698,-123.9661,United States,Oregon,467
Darienzo_and_Peterson_1990,Netarts,Netarts_Core6,0,100,0.525257588733392,0.17628406917766398,0.07843298226,0.04119751913905651,41197.519139056516,411.97519139056516,marsh,45.3694,-123.966,United States,Oregon,373
Darienzo_and_Peterson_1990,Netarts,Netarts_Core7,0,100,0.542345297898206,0.1702957955029742,0.07520480145000001,0.040786970445775686,40786.97044577568,407.8697044577568,marsh,45.37,-123.9596,United States,Oregon,255
Darienzo_and_Peterson_1990,Netarts,Netarts_Core8,0,100,0.5237591992901132,0.11056334636492997,0.04826863938,0.025281143912492025,25281.14391249202,252.8114391249202,marsh,45.3696,-123.9644,United States,Oregon,274
Darienzo_and_Peterson_1990,Netarts,Netarts_Core9,0,100,0.6170275787883269,0.09260562919618943,0.04034469703,0.024893790725369506,24893.79072536951,248.9379072536951,marsh,45.3747,-123.9638,United States,Oregon,267
DelVecchia_et_al_2014,AGD14 BR 1,M1310,0,100,0.3619413135543219,0.25278506584338317,0.0597601023671155,0.021629649948894526,21629.649948894526,216.29649948894527,mangrove,0.564864,-80.002429,Ecuador,Esmeraldas,89
DelVecchia_et_al_2014,AGD14 BR 3,M1311,0,100,0.6245149388873239,0.1604990242394366,0.0774595358684182,0.04837463730910566,48374.63730910567,483.7463730910567,mangrove,0.565026,-79.999949,Ecuador,Esmeraldas,71
DelVecchia_et_al_2014,AGD14 BR 4,M1312,0,100,0.47219930620779216,0.18720767694805193,0.09040450947371248,0.042688946651542804,42688.94665154281,426.88946651542807,mangrove,0.564339,-80.001377,Ecuador,Esmeraldas,77
DelVecchia_et_al_2014,AGD14 BR 6,M1313,0,100,0.5777388733179253,0.17942324812397786,0.07849965614360749,0.04535230289625234,45352.302896252346,453.5230289625235,mangrove,0.566157,-80.00109,Ecuador,Esmeraldas,89
DelVecchia_et_al_2014,AGD14 BR 7,M1314,0,100,0.38728095174668725,0.30408777376308244,0.10450666846867807,0.04047344202842515,40473.442028425154,404.73442028425154,mangrove,0.565832,-80.001844,Ecuador,Esmeraldas,89
DelVecchia_et_al_2014,AGD14 PL 2,M1309,0,100,0.29956042153892776,0.42892952561687736,0.11364193349462651,0.03404262550214911,34042.62550214911,340.4262550214911,mangrove,0.627087,-80.027614,Ecuador,Esmeraldas,89
DelVecchia_et_al_2014,AGD14 TM 1,M1315,0,100,0.6687815195109249,0.17999669349203984,0.07955414078174573,0.05320433915540195,53204.339155401954,532.0433915540195,mangrove,0.559662,-79.998071,Ecuador,Esmeraldas,95
DelVecchia_et_al_2014,AGD14 TM 6,M1316,0,100,0.40310829325048203,0.25848111261918805,0.06258199982525421,0.02522732313776019,25227.323137760195,252.27323137760195,mangrove,0.557907,-79.999644,Ecuador,Esmeraldas,65
Donato_et_al_2011,DCD11 B1 Core 1,M1435,0,100,0.38796968466961906,NA,0.07188,0.027887260934052218,27887.260934052218,278.87260934052216,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B1 Core 2,M1436,0,100,0.2270643908130302,0.39634422924110757,0.070005,0.01589564267886618,15895.64267886618,158.9564267886618,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B1 Core 3,M1437,0,100,0.33422425005,NA,0.09587,0.0320420788522935,32042.0788522935,320.420788522935,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B1 Core 4,M1438,0,100,0.28950456339999997,NA,0.09581999999999999,0.027740327264987995,27740.327264987995,277.40327264987997,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B1 Core 5,M1439,0,100,0.26655801815,NA,0.10987,0.0292867294541405,29286.7294541405,292.867294541405,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B1 Core 6,M1440,0,100,0.2919619733933709,NA,0.09825999999999999,0.028688183505632618,28688.183505632616,286.88183505632617,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B2 Core 1,M1483,0,100,0.26447196900000003,NA,0.12716,0.03363025557804,33630.25557804,336.3025557804,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B2 Core 2,M1484,0,100,0.26003911325,NA,0.12001,0.031207293981132502,31207.2939811325,312.072939811325,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B2 Core 3,M1485,0,100,0.24198174675,NA,0.11785999999999999,0.028519968671955,28519.968671955,285.19968671955,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B2 Core 4,M1486,0,100,0.19596508080891387,NA,0.11835,0.023192467313734956,23192.467313734956,231.92467313734957,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B2 Core 5,M1487,0,100,0.28246414615,NA,0.12071,0.0340962470817665,34096.247081766494,340.96247081766495,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B2 Core 6,M1488,0,100,0.2078667644520015,NA,0.119405,0.02482033100939124,24820.33100939124,248.20331009391242,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B3 Core 1,M1489,0,100,0.3197049739304133,NA,0.100815,0.032231056946794616,32231.056946794615,322.31056946794615,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B3 Core 2,M1490,0,100,0.44348109505,NA,0.09778500000000001,0.043365798879464255,43365.79887946425,433.6579887946425,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B3 Core 3,M1491,0,100,0.25704041715000003,NA,0.1119,0.028762822679085004,28762.822679085006,287.6282267908501,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B3 Core 4,M1492,0,100,0.3100391134,NA,0.150765,0.046743046931751006,46743.04693175101,467.4304693175101,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B3 Core 5,M1493,0,100,0.2229050227169665,NA,0.10291,0.02293915588780302,22939.15588780302,229.3915588780302,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B3 Core 6,M1494,0,100,0.210314473601906,NA,0.106515,0.022401646155707017,22401.646155707014,224.01646155707016,mangrove,-2.8,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B4 Core 1,M1495,0,100,0.35769230764999993,NA,0.106695,0.03816398076471674,38163.98076471674,381.6398076471674,mangrove,-2.9,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B4 Core 2,M1496,0,100,0.3235332466,NA,0.114435,0.037023527074671,37023.527074671,370.23527074671,mangrove,-2.9,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B4 Core 3,M1497,0,100,0.34530638845,NA,0.109155,0.03769191883125975,37691.918831259754,376.91918831259756,mangrove,-2.9,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B4 Core 4,M1498,0,100,0.25434370116025956,NA,0.10703499999999999,0.02722367805368838,27223.67805368838,272.2367805368838,mangrove,-2.9,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B4 Core 5,M1499,0,100,0.30951760125,NA,0.12186,0.037717814888325,37717.814888325,377.17814888325006,mangrove,-2.9,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B4 Core 6,M1500,0,100,0.382724902,NA,0.120685,0.046189154797869995,46189.15479787,461.8915479787,mangrove,-2.9,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B5 Core 1,M1501,0,100,0.3813559325,NA,0.07258,0.02767881358085,27678.813580849997,276.7881358085,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B5 Core 2,M1502,0,100,0.3119467683157541,NA,0.069585,0.021706815873251746,21706.815873251748,217.06815873251747,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B5 Core 3,M1503,0,100,0.2228678870364248,0.4048063970865825,0.073125,0.016297214239538563,16297.214239538564,162.97214239538565,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B5 Core 4,M1504,0,100,0.2797060044717965,NA,0.07266,0.020323438284920736,20323.438284920736,203.23438284920735,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B5 Core 5,M1505,0,100,0.22216038055083034,0.40637288366714014,0.073735,0.016380995659915475,16380.995659915476,163.80995659915476,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 B5 Core 6,M1506,0,100,0.2231737652586827,0.40416833974214506,0.072885,0.01626601988087909,16266.019880879092,162.6601988087909,mangrove,-2.7,111.7,Indonesia,Kalimantan Tengah,300
Donato_et_al_2011,DCD11 G1,M1379,0,100,0.92,NA,0.0169,0.015548,15548,155.48,mangrove,22.3,89.6,Bangladesh,West Bengal,300
Donato_et_al_2011,DCD11 G2,M1434,0,100,0.92,NA,0.0174,0.016007999999999998,16007.999999999998,160.07999999999998,mangrove,22.3,89.6,Bangladesh,West Bengal,300
Donato_et_al_2011,DCD11 J1 Core 1,M1380,0,100,0.49909387235,NA,0.054169999999999996,0.0270359150651995,27035.915065199497,270.359150651995,mangrove,-7.7,109,Indonesia,Jawa Tengah,300
Donato_et_al_2011,DCD11 J1 Core 2,M1381,0,100,0.55795958285,NA,0.059519999999999997,0.033209754371232,33209.754371232,332.09754371232,mangrove,-7.7,109,Indonesia,Jawa Tengah,123
Donato_et_al_2011,DCD11 J1 Core 3,M1382,0,100,0.5669230768,NA,0.05942,0.033686569223455996,33686.569223456,336.86569223455996,mangrove,-7.7,109,Indonesia,Jawa Tengah,120
Donato_et_al_2011,DCD11 J1 Core 4,M1383,0,100,0.6474967405500001,NA,0.05488,0.035534621121384,35534.62112138401,355.3462112138401,mangrove,-7.7,109,Indonesia,Jawa Tengah,124
Donato_et_al_2011,DCD11 J1 Core 5,M1384,0,100,0.6220879576341464,NA,0.05525365853658536,0.034372635590838904,34372.6355908389,343.726355908389,mangrove,-7.7,109,Indonesia,Jawa Tengah,82
Donato_et_al_2011,DCD11 J1 Core 6,M1385,0,100,0.6138667646878604,NA,0.050574999999999995,0.031046311624088534,31046.311624088536,310.46311624088537,mangrove,-7.7,109,Indonesia,Jawa Tengah,100
Donato_et_al_2011,DCD11 J2 Core 1,M1386,0,100,0.4126443591756843,NA,0.06428,0.02652477940781299,26524.77940781299,265.2477940781299,mangrove,-7.7,109,Indonesia,Jawa Tengah,300
Donato_et_al_2011,DCD11 J2 Core 2,M1387,0,100,0.4742113624137889,NA,0.058495000000000005,0.027738993644394586,27738.993644394588,277.3899364439459,mangrove,-7.7,109,Indonesia,Jawa Tengah,186
Donato_et_al_2011,DCD11 J2 Core 3,M1388,0,100,0.27239838809218053,0.3202581679200162,0.044774999999999995,0.012196637826827382,12196.637826827384,121.96637826827384,mangrove,-7.7,109,Indonesia,Jawa Tengah,300
Donato_et_al_2011,DCD11 J2 Core 4,M1389,0,100,0.3780695486943645,NA,0.05716,0.021610455403369876,21610.455403369877,216.10455403369878,mangrove,-7.7,109,Indonesia,Jawa Tengah,300
Donato_et_al_2011,DCD11 J2 Core 5,M1390,0,100,0.3791850021423817,NA,0.06230000000000001,0.023623225633470385,23623.225633470385,236.23225633470386,mangrove,-7.7,109,Indonesia,Jawa Tengah,300
Donato_et_al_2011,DCD11 J2 Core 6,M1391,0,100,0.27092690592039004,NA,0.06387999999999999,0.017306810750194513,17306.810750194512,173.06810750194512,mangrove,-7.7,109,Indonesia,Jawa Tengah,300
Donato_et_al_2011,DCD11 K1 Core 1,M1441,0,100,0.41623405442830835,NA,0.183615,0.07642681590385383,76426.81590385384,764.2681590385384,mangrove,5.3,163,Micronesia,Kosrae,100
Donato_et_al_2011,DCD11 K1 Core 4,M1444,0,100,0.41283564021331104,NA,0.10076363636363637,0.04159882032840309,41598.82032840309,415.98820328403093,mangrove,5.3,163,Micronesia,Kosrae,55.00000000000001
Donato_et_al_2011,DCD11 K1 Core 5,M1445,0,100,0.4349129349011403,NA,0.052602197802197805,0.022877376228404158,22877.376228404155,228.77376228404157,mangrove,5.3,163,Micronesia,Kosrae,91
Donato_et_al_2011,DCD11 K1 Core 6,M1446,0,100,0.445220827796875,NA,0.063928125,0.0284621327320021,28462.132732002097,284.62132732002095,mangrove,5.3,163,Micronesia,Kosrae,64
Donato_et_al_2011,DCD11 K2 Core 1,M1447,0,100,0.43076923084999996,NA,0.118035,0.05084584616337975,50845.84616337975,508.4584616337975,mangrove,5.3,163,Micronesia,Kosrae,300
