study_id,site_id,core_id,horizon_min,horizon_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,carbon_density,stock_gCm2,stock_MgHa,habitat,latitude,longitude,country,admin_division,max_depth
Adame_et_al_2021,Arco,Arco 90m,0,100,1.633,NA,0.017475,0.028536675,28536.675000000003,285.36675,marsh,30.4571622874464,-116.025769382576,Mexico,Baja California,100
Adame_et_al_2021,Chapala,Chapala 10m,0,100,0.716,NA,0.043095,0.03085602,30856.02,308.5602,marsh,30.5133740346101,-115.982799611524,Mexico,Baja California,100
Adame_et_al_2021,Chapala,Chapala 30m,0,100,0.8015,NA,0.04121999999999999,0.03303783,33037.829999999994,330.37829999999997,marsh,30.5134371431058,-115.982996190987,Mexico,Baja California,100
Adame_et_al_2021,Chapala,Chapala 50m,0,100,0.587,NA,0.05208,0.030570959999999998,30570.959999999995,305.70959999999997,marsh,30.5135044541256,-115.983188326967,Mexico,Baja California,100
Adame_et_al_2021,Chapala,Chapala 70m,0,100,0.8805000000000001,NA,0.04827499999999999,0.04250613749999999,42506.1375,425.061375,marsh,30.5135684380306,-115.983386083945,Mexico,Baja California,100
Adame_et_al_2021,Chapala,Chapala 90m,0,100,0.631,NA,0.07793499999999999,0.04917698499999999,49176.98499999999,491.76984999999996,marsh,30.513634712485,-115.983579700134,Mexico,Baja California,100
Adame_et_al_2021,Kenton,Kenton 10m,0,100,1.001,NA,0.02434999999999999,0.024374349999999986,24374.349999999984,243.74349999999984,marsh,30.4653149710291,-115.98006346212,Mexico,Baja California,100
Adame_et_al_2021,Kenton,Kenton 30m,0,100,1.094,NA,0.017804999999999994,0.019478669999999997,19478.669999999995,194.78669999999994,marsh,30.465416832222,-115.980235827254,Mexico,Baja California,100
Adame_et_al_2021,Kenton,Kenton 50m,0,100,1.107,NA,0.02343,0.02593701,25937.01,259.3701,marsh,30.4655152128799,-115.980405848819,Mexico,Baja California,100
Adame_et_al_2021,Kenton,Kenton 70m,0,100,1.408,NA,0.01284,0.01807872,18078.719999999998,180.78719999999998,marsh,30.4656175841831,-115.980580505587,Mexico,Baja California,100
Adame_et_al_2021,Kenton,Kenton 90m,0,100,1.633,NA,0.01406,0.022959979999999998,22959.98,229.5998,marsh,30.4657176916862,-115.98075191678,Mexico,Baja California,100
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-1-core-1,0,100,0.2634174292026568,0.33407363085920705,0.04909797554179685,0.012933262496275048,12933.262496275049,129.3326249627505,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-2-core-1,0,100,0.26265875268296374,0.33479954791525557,0.04924244424641759,0.01293395898482443,12933.95898482443,129.33958984824432,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-3-core-1,0,100,0.26189946709433826,0.33588817708453433,0.04956837098827686,0.012981929946564165,12981.929946564165,129.81929946564165,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-1-core-1,0,100,0.4520728209835625,0.170014075566882,0.011556299521225872,0.005224288924691573,5224.288924691573,52.24288924691573,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-2-core-1,0,100,0.24346079957700037,0.3710486847678981,0.06215487578558115,0.015132275756366725,15132.275756366724,151.32275756366724,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-3-core-1,0,100,0.247404651029418,0.36309046367195724,0.059186306362715574,0.01464296747138787,14642.967471387868,146.42967471387868,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-4-core-1,0,100,0.28485049816865404,0.3255048947887047,0.050472507292089575,0.01437711884597274,14377.118845972738,143.7711884597274,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-1-core-1,0,100,0.2789711632806141,0.3108557485601121,0.041968618061928836,0.01170803420201608,11708.03420201608,117.08034202016081,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-2-core-1,0,100,0.27631469573265366,0.314458568548603,0.04300800697526341,0.011883744361437756,11883.744361437755,118.83744361437755,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-3-core-1,0,100,0.2678237025578726,0.32652667781072153,0.0465955205259985,0.01247938482988427,12479.38482988427,124.7938482988427,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-1-core-1,0,100,0.2947793416102238,0.29127484343790633,0.03662928114495599,0.010797555379565912,10797.555379565913,107.97555379565912,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-2-core-1,0,100,0.300388733217524,0.2891679383323152,0.03683474837018206,0.011064743401305246,11064.743401305246,110.64743401305246,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
Adams_and_Human_2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-3-core-1,0,100,0.28023525766843815,0.3097523146392036,0.04175845517877562,0.011702191446860112,11702.191446860114,117.02191446860114,mangrove,-28.383,32.2529,South Africa,Kwazulu-Natal,55
AfSIS_Sentinel_Sites,Ihassunge-13-10,M1716,0,100,0.8503107457087957,NA,0.03126,0.026580713910856958,26580.713910856957,265.8071391085696,mangrove,-18.0453,36.86095,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-13-2,M1717,0,100,0.8850632008589014,NA,0.022079999999999995,0.019542195474964538,19542.195474964537,195.42195474964538,mangrove,-18.0484,36.85908,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-13-7,M1718,0,100,0.8234165742126331,NA,0.028020000000000003,0.023072132409437982,23072.13240943798,230.7213240943798,mangrove,-18.0532,36.8631,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-13-8,M1719,0,100,1.1250507026218908,NA,0.009819999999999999,0.011047997899746967,11047.997899746966,110.47997899746966,mangrove,-18.0456,36.86033,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-14-2,M1720,0,100,1.0080715294410456,NA,0.01906,0.01921384335114633,19213.84335114633,192.1384335114633,mangrove,-18.0246,36.86041,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-14-9,M1721,0,100,1.0376774078829334,NA,0.014859999999999998,0.015419886281140388,15419.886281140387,154.19886281140387,mangrove,-18.0245,36.85885,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-5-4,M1722,0,100,0.8676727338347084,NA,0.02354,0.020425016154469035,20425.016154469035,204.25016154469034,mangrove,-18.0494,36.82481,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-5-5,M1723,0,100,0.9390016626520337,NA,0.019179999999999996,0.018010051889666003,18010.051889666003,180.10051889666005,mangrove,-18.0467,36.82455,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-5-8,M1724,0,100,1.2966478389160754,NA,0.005299999999999994,0.006872233546255191,6872.233546255191,68.72233546255191,mangrove,-18.0482,36.82079,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-9-11,M1725,0,100,1.1097251905195376,NA,0.01038,0.0115189474775928,11518.947477592801,115.18947477592802,mangrove,-18.0437,36.83612,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-9-12,M1726,0,100,0.8222598394393814,NA,0.02832,0.02328639865292328,23286.39865292328,232.8639865292328,mangrove,-18.0478,36.84018,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-9-13,M1727,0,100,1.0520410498373058,NA,0.01242,0.013066349838979339,13066.349838979339,130.66349838979338,mangrove,-18.0438,36.836,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-9-14,M1728,0,100,0.8651938059821909,NA,0.02656,0.02297954748688699,22979.54748688699,229.7954748688699,mangrove,-18.0467,36.84099,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-9-2,M1729,0,100,0.7838209569205559,NA,0.0372,0.029158139597444677,29158.13959744468,291.5813959744468,mangrove,-18.0472,36.8401,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-9-5,M1730,0,100,1.0634636152590393,NA,0.013479999999999994,0.014335489533691844,14335.489533691843,143.35489533691845,mangrove,-18.0452,36.83748,Mozambique,Zambézia,50
AfSIS_Sentinel_Sites,Ihassunge-9-8,M1731,0,100,0.9974824540423571,NA,0.018559999999999993,0.01851327434702614,18513.27434702614,185.1327434702614,mangrove,-18.0468,36.83199,Mozambique,Zambézia,50
AfSPDB,AO_1454_P213c/60,M1706,0,100,1.3858250841356605,NA,0.004958,0.006870920767144605,6870.920767144605,68.70920767144605,mangrove,-6.14567,12.37461,Angola,Zaire,165
AfSPDB,CD_SOTER_MA26,M1711,0,100,0.3226125195016911,NA,0.17642,0.05691530069048834,56915.300690488344,569.1530069048835,mangrove,-5.97,12.37,Congo DRC,Bas-Congo,200
AfSPDB,GW_6050_X/207,M1715,0,100,1.065875520377252,NA,0.012160975609756092,0.012962086206343846,12962.086206343845,129.62086206343847,mangrove,11.035,-15.0222,Guinea-Bissau,Northern,82
Akther_et_al_2021,Sundarbans,S1,0,100,1.2805,NA,0.015170499999999996,0.019425825249999994,19425.825249999994,194.25825249999994,mangrove,22.302777,89.617777,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S10,0,100,1.3104999999999998,NA,0.017082,0.022385960999999996,22385.960999999996,223.85960999999998,mangrove,22.322373,89.431939,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S2,0,100,1.1945,NA,0.0166555,0.01989499475,19894.994749999998,198.94994749999998,mangrove,22.241888,89.570666,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S3,0,100,1.1669999999999998,NA,0.014331,0.016724276999999996,16724.276999999995,167.24276999999995,mangrove,21.8751,89.836111,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S4,0,100,1.648,NA,0.081665,0.13458392,134583.92,1345.8392000000001,mangrove,21.845278,89.795277,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S5,0,100,1.418,NA,0.019091499999999997,0.027071746999999993,27071.746999999996,270.71746999999993,mangrove,21.816111,89.457777,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S6,0,100,1.4725,NA,0.014735999999999999,0.021698759999999997,21698.76,216.9876,mangrove,21.771017,89.551863,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S7,0,100,1.2269999999999999,NA,0.016964,0.020814827999999997,20814.827999999998,208.14827999999997,mangrove,21.858611,89.768611,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S8,0,100,1.4794999999999998,NA,0.014158999999999998,0.020948240499999993,20948.240499999993,209.48240499999994,mangrove,22.129722,89.7125,Bangladesh,West Bengal,100
Akther_et_al_2021,Sundarbans,S9,0,100,1.4300000000000002,NA,0.0125705,0.017975815000000003,17975.815000000002,179.75815000000003,mangrove,22.4275,89.5925,Bangladesh,West Bengal,100
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1A,0,100,0.12417249999999999,0.44485138888888887,0.2037496432559514,0.025300102577199623,25300.10257719962,253.0010257719962,marsh,38.31348,-75.93524,United States,Maryland,90
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1B,0,100,0.16175200000000003,0.48113675000000006,0.22163219501237877,0.0358494508076423,35849.4508076423,358.494508076423,marsh,38.31888,-75.9369,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 1,NRM_1C,0,100,0.18354531250000003,0.4294875,0.19601635032425,0.03597788227537395,35977.882275373944,359.77882275373946,marsh,38.31758,-75.94047,United States,Maryland,80
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2A,0,100,0.12651474999999998,0.5749445,0.26857233483269505,0.0339783617982747,33978.3617982747,339.78361798274705,marsh,38.40379,-75.83629,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2B,0,100,0.15387525,0.26591700000000007,0.11900602311280001,0.01831208155798788,18312.08155798788,183.1208155798788,marsh,38.409910000000004,-75.84022,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 2,NRM_2C,0,100,0.11952850000000001,0.4962472500000001,0.22862919690584876,0.027327704962360748,27327.70496236075,273.2770496236075,marsh,38.40562,-75.84254,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3A,0,100,0.11702399999999999,0.5207055000000002,0.24127400297947502,0.02823484892467008,28234.84892467008,282.3484892467008,marsh,38.49608,-75.80388,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3B,0,100,0.26831925,0.46667925,0.21848735821365378,0.058624364090368926,58624.36409036893,586.2436409036893,marsh,38.49857,-75.80261,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 3,NRM_3C,0,100,0.37534924999999997,0.20684874999999997,0.09130383178166375,0.03427082478137365,34270.82478137365,342.70824781373653,marsh,38.49603,-75.80698,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4A,0,100,0.26868250000000005,0.40508625,0.18442780747741122,0.04955252438254955,49552.52438254955,495.5252438254955,marsh,38.55793,-75.70613,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4B,0,100,0.2142475,0.35993925,0.16302051080384874,0.034926736888447586,34926.73688844759,349.2673688844759,marsh,38.55711,-75.7068,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 4,NRM_4C,0,100,0.22847800000000007,0.38734300000000005,0.17632577350210754,0.04028656007821454,40286.560078214534,402.86560078214535,marsh,38.54929,-75.717,United States,Maryland,100
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5A,0,100,0.2431085,0.3385605,0.153020916183035,0.03720068540188337,37200.68540188337,372.0068540188337,marsh,38.6124,-75.64175,United States,Delaware,100
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5B,0,100,0.35713975,0.21097500000000002,0.09303076888504001,0.033224985541910966,33224.985541910966,332.2498554191097,marsh,38.61122,-75.64228,United States,Delaware,100
Allen_et_al_2022,Naticoke River Marsh 5,NRM_5C,0,100,0.18570075,0.42255624999999997,0.19301641155720878,0.035843292388482335,35843.29238848233,358.4329238848233,marsh,38.60271,-75.65287,United States,Delaware,100
Alongi_et_al_1999,DMA99 HM2,M0017,0,100,0.20825917799211846,0.4375621622567441,0.086,0.017910289307322184,17910.289307322186,179.10289307322185,mangrove,-18.364415,146.14926,Australia,Queensland,58.00000000000001
Alongi_et_al_2000,DMA00 BR1,M0031,0,100,0.28886180945677437,0.3186359484014198,0.04621297483321476,0.01334916353070279,13349.16353070279,133.4916353070279,mangrove,-22.310318,114.121795,Australia,Western Australia,52.013
Alongi_et_al_2000,DMA00 D1,M0028,0,100,0.381905550864537,NA,0.043828735471600655,0.01673843736397772,16738.437363977722,167.38437363977724,mangrove,-20.728059,116.620908,Australia,Western Australia,85.17799999999998
Alongi_et_al_2000,DMA00 D2,M0029,0,100,0.48339309699171285,NA,0.0102682071,0.004963580430621294,4963.580430621294,49.63580430621294,mangrove,-20.72806,116.625047,Australia,Western Australia,100
Alongi_et_al_2000,DMA00 MB1,M0030,0,100,0.24686881501057173,NA,0.07489428124353087,0.018489062461658955,18489.062461658952,184.89062461658952,mangrove,-21.964478,113.946274,Australia,Western Australia,82.12100000000001
Alongi_et_al_2000,DMA00 PH1,M0026,0,100,0.37765671569924747,0.2152636864544047,0.019346505954194043,0.007306337898916858,7306.337898916858,73.06337898916858,mangrove,-20.322908,118.651878,Australia,Western Australia,68.943
Alongi_et_al_2000,DMA00 PH2,M0027,0,100,0.49382861477706846,NA,0.02211799719836774,0.010922499918113022,10922.499918113022,109.22499918113023,mangrove,-20.321774,118.651121,Australia,Western Australia,82.09500000000001
Alongi_et_al_2001,DMA01 S1,M0732,0,100,0.47691575331970115,NA,0.020963800000000008,0.009997966469443556,9997.966469443556,99.97966469443556,mangrove,10.280598,99.162639,Thailand,Chumphon,100
Alongi_et_al_2001,DMA01 S2,M0733,0,100,0.4573801313154905,NA,0.01978907692307692,0.009051130601689264,9051.130601689263,90.51130601689263,mangrove,10.280598,99.162639,Thailand,Chumphon,65
Alongi_et_al_2001,DMA01 S3,M0734,0,100,0.3679242348685246,NA,0.0467517,0.017201083451302803,17201.083451302802,172.01083451302802,mangrove,10.373296,99.217642,Thailand,Chumphon,100
Alongi_et_al_2001,DMA01 S4,M0735,0,100,0.38708066096975097,NA,0.036399,0.014089348978637966,14089.348978637965,140.89348978637966,mangrove,10.373296,99.217642,Thailand,Chumphon,100
Alongi_et_al_2004,DMA04 M15,M0271,0,100,0.21657501309052318,0.41861775728571415,0.07848333333333332,0.016997528944054558,16997.52894405456,169.9752894405456,mangrove,4.855745,100.611278,Malaysia,Perak,102
Alongi_et_al_2004,DMA04 M2/5,M0270,0,100,0.349905978181077,NA,0.03537111111111111,0.012376563232684894,12376.563232684894,123.76563232684894,mangrove,4.867226,100.617941,Malaysia,Perak,102
Alongi_et_al_2004,DMA04 MVR,M0272,0,100,0.16776141636692007,0.5590487729773196,0.14311111111111108,0.024008522697843666,24008.522697843662,240.08522697843662,mangrove,4.835893,100.617515,Malaysia,Perak,102
Alongi_et_al_2005,DMA05 JJ1,M0084,0,100,0.4378172728962392,NA,0.016710999999999997,0.007316364447369051,7316.364447369051,73.16364447369051,mangrove,24.393693,117.922137,China,Fujian,100
Alongi_et_al_2005,DMA05 JJ2,M0085,0,100,0.4950051510737658,NA,0.00994952,0.004925063650711455,4925.063650711455,49.25063650711455,mangrove,24.402439,117.916642,China,Fujian,100
Alongi_et_al_2005,DMA05 JJ3,M0086,0,100,0.43508112158425716,NA,0.013428183333333328,0.005842349065505693,5842.349065505693,58.42349065505693,mangrove,24.403115,117.906607,China,Fujian,100
Alongi_et_al_2008,DMA08 AWM,M0630,0,100,0.15564243463839167,0.6065602552947239,0.16899999999999998,0.02630357145388819,26303.571453888188,263.0357145388819,mangrove,-4.235904,119.599433,Indonesia,Sulawesi Selatan,50
Alongi_et_al_2008,DMA08 HBA,M0627,0,100,0.2900144996080339,0.296639066487478,0.038,0.011020550985105288,11020.550985105288,110.20550985105288,mangrove,-5.523965,105.244631,Indonesia,Lampung,50
Alongi_et_al_2008,DMA08 HBR,M0628,0,100,0.16121788697780456,0.5834274196388831,0.156,0.025149990368537514,25149.99036853751,251.4999036853751,mangrove,-5.523937,105.246833,Indonesia,Lampung,80
Andreetta_et_al_2014,AA14 AV1,M0180,0,100,0.7714320763325939,NA,0.014372499999999998,0.011087407517090205,11087.407517090203,110.87407517090203,mangrove,-4.419964,39.506982,Kenya,Coast,80
Andreetta_et_al_2014,AA14 AV2,M0181,0,100,0.7534541169001899,NA,0.027558749999999993,0.020764253644123105,20764.253644123106,207.64253644123107,mangrove,-4.420125,39.508241,Kenya,Coast,80
Andreetta_et_al_2014,AA14 AV3,M0182,0,100,0.5427102720514891,NA,0.014999999999999996,0.008140654080772336,8140.654080772336,81.40654080772336,mangrove,-4.415505,39.509624,Kenya,Coast,80
